date,season,home_team,away_team,wday,midweek,points_home,points_away,fthg,ftag,hs,as,hst,ast,hf,af,hy,ay,hr,ar,hc,ac,acn,before_national_comps,after_national_comps,capacity,distance,ln_capacity,season_part,ht_promoted,at_promoted,ht_mv,at_mv,ht_short_week,at_short_week,rm_hs,rm_as,rm_hst,rm_ast,rm_fthg,rm_ftag,rm_hc,rm_ac,rm_hf,rm_af,rm_hy,rm_ay,rm_hr,rm_ar,h,a,d,expected_points_ht,expected_points_at,rm_exp_points_ht,rm_exp_points_at,dec_mar,diff_rm_exp_points,ht_outcome,ht_points,w
2009-10-17,2009-10,Sunderland,Liverpool,7,0,3,0,1,0,13,15,7,6,20,17,2,1,0,0,1,7,0,0,0,49000,194356.79753146024,10.799575577092764,beginning,0,0,$144.73m,$364.71m,0,0,9.5,13.5,6,6.75,3,1,3.75,8.25,17,14.25,1.75,1.75,0,0,0.21316779117021484,0.5182317889924288,0.26860041983735633,0.6395033735106446,1.5546953669772865,0.8993695155342265,1.6590039112190178,0,-0.7596343956847913,1,3,1.0803195266405576
2009-10-18,2009-10,Blackburn,Burnley,1,0,3,0,3,2,12,9,6,5,18,14,3,3,0,0,3,2,0,0,0,31367,18299.32479366239,10.353511663841456,beginning,0,1,$100.79m,$52.97m,0,0,14.75,9.75,8,5,2,1,6,3.75,14.5,14.75,1.75,2.75,0.25,0,0.5305116649018984,0.19983578380191358,0.2696525512961881,1.5915349947056951,0.5995073514057407,0.8387522349136229,0.7922376755442597,0,0.04651455936936322,1,3,1.1066892050168191
2009-10-18,2009-10,Wigan,Man City,1,0,1,1,1,1,13,5,7,4,15,11,2,1,0,1,6,6,0,0,0,25138,30879.206370474127,10.132135924484782,beginning,0,0,$85.36m,$343.75m,0,0,14,11.75,7.25,7.5,1.25,1.75,4.75,6.25,12.5,10.25,1.75,1.5,0,0.5,0.1895823013805944,0.5445263345465119,0.2658913640728937,0.5687469041417832,1.6335790036395357,0.5509803740191686,1.294153478755748,0,-0.7431731047365795,0,0,1.1045467023009874
2009-10-19,2009-10,Fulham,Hull,2,0,3,0,2,0,17,5,11,2,13,15,1,1,0,0,7,4,0,0,0,19359,253002.3482434341,9.87091270660395,beginning,0,0,$111.57m,$80.52m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5581297567899938,0.18232462165696947,0.25954562155303673,1.6743892703699812,0.5469738649709084,0.9932926520481291,0.7280094373368773,0,0.2652832147112518,1,3,1.0730717596437505
2009-10-24,2009-10,Birmingham,Sunderland,7,0,3,0,2,1,19,14,13,6,9,14,3,1,0,0,6,8,0,0,0,29409,273324.53405684175,10.289056028929835,beginning,1,0,$76.62m,$144.73m,0,0,12.5,12.25,8,4.5,0.75,1,6,4,9,16,1.5,1.75,0,0,0.3337544882085276,0.3784887166892585,0.28775679510221397,1.0012634646255827,1.1354661500677754,0.8378695610051892,0.9035355859762424,0,-0.06566602497105323,1,3,1.070715922777912
2009-10-24,2009-10,Burnley,Wigan,7,0,0,3,1,3,12,13,9,8,12,11,2,0,0,0,7,4,0,0,0,21944,38740.68148428455,9.99624903261744,beginning,1,0,$52.97m,$85.36m,0,0,11.25,12,7.25,7.5,1.75,1.25,5.5,4.75,11,12.5,0.75,1.5,0,0,0.3901189236345165,0.3228242148376599,0.28705686152782356,1.1703567709035494,0.9684726445129797,0.831481772569312,0.7363865166257464,0,0.0950952559435656,0,-3,1.1032297003223275
2009-10-24,2009-10,Chelsea,Blackburn,7,0,3,0,5,0,26,5,15,2,8,10,0,1,0,0,8,0,0,0,0,40834,294421.51562344405,10.617270346696145,beginning,0,0,$497.15m,$100.79m,0,0,22.5,7.25,13.75,2.25,3.25,0,8.5,3,9,10.25,0.25,1.25,0,0,0.77957217107621,0.06460032794614351,0.15582750097764658,2.33871651322863,0.19380098383843053,1.8299517726385277,0.7370384919641169,0,1.0929132806744108,1,3,1.0683505860914846
2009-10-24,2009-10,Hull,Portsmouth,7,0,1,1,0,0,7,8,3,2,16,23,2,1,0,0,6,6,0,0,0,25586,331743.972718191,10.14980060587698,beginning,0,0,$80.52m,$106.32m,0,0,11.5,13.75,6.25,6.5,0.75,0.5,6,7,16,15.75,1.25,1.75,0,0,0.3799652910353472,0.33236248575010835,0.2876722232145444,1.1398958731060416,0.997087457250325,0.71656596571654,0.7885204904067844,0,-0.07195452469024444,0,0,1.0643582153541666
2009-10-24,2009-10,Tottenham,Stoke,7,0,0,3,0,1,22,8,12,2,8,18,0,3,0,0,7,1,0,0,0,36284,209438.71106588555,10.499132151734834,beginning,0,0,$289.88m,$88.72m,0,0,17.75,11.5,11.25,7,2,1.25,4.75,5,11.5,13.75,1.5,2,0,0.25,0.645691226784929,0.12377460713127754,0.23053416608379348,1.937073680354787,0.37132382139383263,1.762886773119341,0.6232944028018401,0,1.1395923703175008,0,-3,1.0783896521669196
2009-10-24,2009-10,Wolves,Aston Villa,7,0,1,1,1,1,8,12,4,8,10,16,1,2,0,0,8,3,0,0,0,32050,18921.94754793291,10.375052462348815,beginning,1,0,$72.02m,$184.11m,0,0,13.75,8,7.5,5.25,1,1,6.75,3.5,10.75,13.5,0.75,1.75,0,0,0.27309875347374307,0.44220618822385016,0.28469505830240677,0.8192962604212293,1.3266185646715505,0.7808072715642542,1.0621079672234601,0,-0.2813006956592059,0,0,1.106582139544842
