date,season,home_team,away_team,wday,midweek,points_home,points_away,fthg,ftag,hs,as,hst,ast,hf,af,hy,ay,hr,ar,hc,ac,acn,before_national_comps,after_national_comps,capacity,distance,ln_capacity,season_part,ht_promoted,at_promoted,ht_mv,at_mv,ht_short_week,at_short_week,rm_hs,rm_as,rm_hst,rm_ast,rm_fthg,rm_ftag,rm_hc,rm_ac,rm_hf,rm_af,rm_hy,rm_ay,rm_hr,rm_ar
2007-08-11,2007-08,Aston Villa,Liverpool,7,0,0,3,1,2,10,17,6,7,18,11,4,2,0,0,4,2,0,0,1,42749,125423.22720080396,10.663101082278448,beginning,0,0,$123.31m,$336.22m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-11,2007-08,Bolton,Newcastle,7,0,0,3,1,3,13,7,9,5,15,16,1,1,0,0,4,3,0,0,1,28723,166183.69861398105,10.265453474531439,beginning,0,0,$114.57m,$148.72m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-11,2007-08,Derby,Portsmouth,7,0,1,1,2,2,12,12,5,6,14,17,1,2,0,0,6,6,0,0,1,33597,237297.24321355374,10.422192056250804,beginning,1,0,$55.44m,$155.43m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-11,2007-08,Everton,Wigan,7,0,3,0,2,1,12,14,8,4,8,13,0,0,0,0,6,2,0,0,1,39572,23967.89263396639,10.585877076443113,beginning,0,0,$170.83m,$85.53m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-11,2007-08,Middlesbrough,Blackburn,7,0,0,3,1,2,10,4,6,4,16,16,3,4,0,0,13,3,0,0,1,34742,125714.24047055843,10.455704608661868,beginning,0,0,$132.99m,$99.94m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-11,2007-08,Sunderland,Tottenham,7,0,3,0,1,0,9,6,4,3,14,14,1,1,0,0,7,2,0,0,1,49000,378308.4968359132,10.799575577092764,beginning,1,0,$92.13m,$242.50m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-11,2007-08,West Ham,Man City,7,0,0,3,0,2,9,14,2,5,13,11,0,4,0,0,5,3,0,0,1,60000,262158.73729490716,11.002099841204238,beginning,0,0,$132.00m,$165.11m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-12,2007-08,Arsenal,Fulham,1,0,3,0,2,1,19,12,13,9,6,19,1,5,0,0,14,4,0,0,1,60704,11872.135955464802,11.013764872734741,beginning,0,0,$288.64m,$108.96m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-12,2007-08,Chelsea,Birmingham,1,0,3,0,3,2,19,6,11,4,8,8,2,1,0,0,5,3,0,0,1,40834,159588.33581256183,10.617270346696145,beginning,0,1,$477.79m,$91.58m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-12,2007-08,Man United,Reading,1,0,1,1,0,0,22,3,9,2,8,16,0,2,0,1,12,3,0,0,1,74140,243220.65590275265,11.213710476704723,beginning,0,0,$390.01m,$72.52m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-14,2007-08,Tottenham,Everton,3,1,0,3,1,3,14,16,8,10,16,9,2,0,0,0,9,4,0,0,1,36284,282117.1148983209,10.499132151734834,beginning,0,0,$242.50m,$170.83m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-15,2007-08,Birmingham,Sunderland,4,1,1,1,2,2,7,7,3,3,17,10,1,1,0,0,2,7,0,0,1,29409,273324.53405684175,10.289056028929835,beginning,1,1,$91.58m,$92.13m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-15,2007-08,Fulham,Bolton,4,1,3,0,2,1,8,14,6,7,19,13,2,1,0,0,9,8,0,0,1,19359,282049.06428421644,9.87091270660395,beginning,0,0,$108.96m,$114.57m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-15,2007-08,Man City,Derby,4,1,3,0,1,0,9,5,6,3,12,13,3,1,0,0,4,4,0,0,1,53400,80776.13293189887,10.885566024948286,beginning,0,1,$165.11m,$55.44m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-15,2007-08,Portsmouth,Man United,4,1,1,1,1,1,7,20,6,12,13,5,2,1,1,1,6,12,0,0,1,20620,307867.1869586976,9.934016757570951,beginning,0,0,$155.43m,$390.01m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-15,2007-08,Reading,Chelsea,4,1,0,3,1,2,15,15,11,7,15,16,4,5,1,0,4,11,0,0,1,24161,55313.936174409115,10.092495041920655,beginning,0,0,$72.52m,$477.79m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-15,2007-08,Wigan,Middlesbrough,4,1,3,0,1,0,14,5,5,1,8,20,1,3,0,0,5,3,0,0,1,25138,148166.62379840898,10.132135924484782,beginning,0,0,$85.53m,$132.99m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-18,2007-08,Birmingham,West Ham,7,0,0,3,0,1,6,13,3,5,16,15,4,2,0,0,9,5,0,0,1,29409,164240.70210945618,10.289056028929835,beginning,1,0,$91.58m,$132.00m,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-18,2007-08,Fulham,Middlesbrough,7,0,0,3,1,2,13,9,6,6,9,12,1,3,0,0,8,7,0,0,1,19359,351805.4676933718,9.87091270660395,beginning,0,0,$108.96m,$132.99m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-18,2007-08,Newcastle,Aston Villa,7,0,1,1,0,0,6,11,2,5,16,12,0,2,0,0,8,6,0,0,1,52305,275100.71867976384,10.864847247777861,beginning,0,0,$148.72m,$123.31m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-18,2007-08,Portsmouth,Bolton,7,0,3,0,3,1,11,8,6,3,13,11,0,2,0,0,10,6,0,0,1,20620,325904.13438053755,9.934016757570951,beginning,0,0,$155.43m,$114.57m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-18,2007-08,Reading,Everton,7,0,3,0,1,0,10,13,5,5,14,8,2,2,0,0,4,12,0,0,1,24161,261724.41075802493,10.092495041920655,beginning,0,0,$72.52m,$170.83m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-18,2007-08,Tottenham,Derby,7,0,3,0,4,0,25,4,14,2,8,14,0,4,0,0,9,3,0,0,1,36284,172602.44309093634,10.499132151734834,beginning,0,1,$242.50m,$55.44m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-18,2007-08,Wigan,Sunderland,7,0,3,0,3,0,9,9,4,6,8,17,0,2,0,0,5,9,0,0,1,25138,173012.8916652049,10.132135924484782,beginning,0,1,$85.53m,$92.13m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-19,2007-08,Blackburn,Arsenal,1,0,1,1,1,1,9,10,4,3,19,15,4,4,1,0,5,4,0,0,1,31367,290505.7421693032,10.353511663841456,beginning,0,0,$99.94m,$288.64m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-19,2007-08,Liverpool,Chelsea,1,0,1,1,1,1,18,6,8,2,11,16,4,5,0,0,5,2,0,0,1,53394,286982.74520667293,10.885453659084916,beginning,0,0,$336.22m,$477.79m,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-19,2007-08,Man City,Man United,1,0,3,0,1,0,6,15,2,6,8,11,2,2,0,0,0,11,0,0,1,53400,5746.273928950954,10.885566024948286,beginning,0,0,$165.11m,$390.01m,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-25,2007-08,Arsenal,Man City,7,0,3,0,1,0,16,8,10,4,8,9,0,1,0,0,8,2,0,0,1,60704,257181.92031749492,11.013764872734741,beginning,0,0,$288.64m,$165.11m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-25,2007-08,Aston Villa,Fulham,7,0,3,0,2,1,23,10,4,5,11,13,1,2,0,1,12,3,0,0,1,42749,162008.2169540762,10.663101082278448,beginning,0,0,$123.31m,$108.96m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-25,2007-08,Bolton,Reading,7,0,3,0,3,0,18,5,12,2,10,7,2,1,0,0,10,7,0,0,1,28723,262387.68830694386,10.265453474531439,beginning,0,0,$114.57m,$72.52m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-25,2007-08,Chelsea,Portsmouth,7,0,3,0,1,0,18,18,7,4,16,12,0,2,0,0,4,6,0,0,1,40834,97654.70097777504,10.617270346696145,beginning,0,0,$477.79m,$155.43m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-25,2007-08,Derby,Birmingham,7,0,0,3,1,2,16,11,8,6,8,13,0,1,0,0,4,4,0,0,1,33597,56532.92809518173,10.422192056250804,beginning,1,1,$55.44m,$91.58m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-25,2007-08,Everton,Blackburn,7,0,1,1,1,1,12,11,8,7,20,18,0,2,0,0,5,7,0,0,1,39572,45112.84474909149,10.585877076443113,beginning,0,0,$170.83m,$99.94m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-25,2007-08,Sunderland,Liverpool,7,0,0,3,0,2,7,17,2,12,12,12,1,1,0,0,6,4,0,0,1,49000,194356.79753146024,10.799575577092764,beginning,1,0,$92.13m,$336.22m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-25,2007-08,West Ham,Wigan,7,0,1,1,1,1,13,12,4,3,11,12,1,2,0,0,6,1,0,0,1,60000,286136.28024484107,11.002099841204238,beginning,0,0,$132.00m,$85.53m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-26,2007-08,Man United,Tottenham,1,0,3,0,1,0,14,10,5,3,15,7,2,3,0,0,4,4,0,0,1,74140,254051.68282978464,11.213710476704723,beginning,0,0,$390.01m,$242.50m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-26,2007-08,Middlesbrough,Newcastle,1,0,1,1,2,2,11,5,7,3,13,10,6,3,0,0,5,2,0,0,1,34742,51305.97363716068,10.455704608661868,beginning,0,0,$132.99m,$148.72m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,2007-08,Bolton,Everton,7,0,0,3,1,2,13,15,7,11,8,10,1,3,0,0,11,6,0,0,1,28723,32554.0606959022,10.265453474531439,beginning,0,0,$114.57m,$170.83m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,2007-08,Fulham,Tottenham,7,0,1,1,3,3,13,13,7,8,13,11,1,0,0,0,6,14,0,0,1,19359,17282.310449284876,9.87091270660395,beginning,0,0,$108.96m,$242.50m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,2007-08,Liverpool,Derby,7,0,3,0,6,0,20,8,10,3,10,14,0,1,0,0,4,2,0,0,1,53394,116184.8529496977,10.885453659084916,beginning,0,1,$336.22m,$55.44m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,2007-08,Man United,Sunderland,7,0,3,0,1,0,17,4,9,1,10,7,1,2,0,0,6,0,0,0,1,74140,171992.15128726047,11.213710476704723,beginning,0,1,$390.01m,$92.13m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,2007-08,Middlesbrough,Birmingham,7,0,3,0,2,0,13,9,7,4,8,12,1,3,0,0,11,5,0,0,1,34742,237938.7229398533,10.455704608661868,beginning,0,1,$132.99m,$91.58m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,2007-08,Newcastle,Wigan,7,0,3,0,1,0,20,7,8,6,15,18,2,4,0,1,9,1,0,0,1,52305,172514.90999319064,10.864847247777861,beginning,0,0,$148.72m,$85.53m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-01,2007-08,Reading,West Ham,7,0,0,3,0,3,9,13,3,9,10,11,0,1,0,0,14,4,0,0,1,24161,68212.11342152003,10.092495041920655,beginning,0,0,$72.52m,$132.00m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-02,2007-08,Arsenal,Portsmouth,1,0,3,0,3,1,10,15,8,10,6,12,1,2,1,0,8,5,0,0,1,60704,107588.97312923383,11.013764872734741,beginning,0,0,$288.64m,$155.43m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-02,2007-08,Aston Villa,Chelsea,1,0,3,0,2,0,9,20,5,8,17,11,4,1,0,0,2,13,0,0,1,42749,162965.59313213508,10.663101082278448,beginning,0,0,$123.31m,$477.79m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-02,2007-08,Blackburn,Man City,1,0,3,0,1,0,16,7,11,3,23,3,5,1,1,1,6,3,0,0,1,31367,33325.10181162712,10.353511663841456,beginning,0,0,$99.94m,$165.11m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-15,2007-08,Birmingham,Bolton,7,0,3,0,1,0,10,8,5,3,16,15,1,3,0,0,6,5,0,0,1,29409,130970.58928430987,10.289056028929835,beginning,1,0,$91.58m,$114.57m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-15,2007-08,Chelsea,Blackburn,7,0,1,1,0,0,16,5,8,1,21,13,2,2,0,0,9,2,0,0,1,40834,294421.51562344405,10.617270346696145,beginning,0,0,$477.79m,$99.94m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-15,2007-08,Everton,Man United,7,0,0,3,0,1,8,16,2,8,20,10,2,2,0,0,3,6,0,0,1,39572,45709.65706098148,10.585877076443113,beginning,0,0,$170.83m,$390.01m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-15,2007-08,Portsmouth,Liverpool,7,0,1,1,0,0,9,12,2,6,20,14,3,2,0,0,5,4,0,0,1,20620,320634.918981037,9.934016757570951,beginning,0,0,$155.43m,$336.22m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-15,2007-08,Sunderland,Reading,7,0,3,0,2,1,14,10,8,4,14,18,1,2,0,0,9,9,0,0,1,49000,389686.2467764193,10.799575577092764,beginning,1,0,$92.13m,$72.52m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-15,2007-08,Tottenham,Arsenal,7,0,0,3,1,3,14,16,5,10,28,22,2,2,0,0,8,4,0,0,1,36284,5870.962807230732,10.499132151734834,beginning,0,0,$242.50m,$288.64m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-15,2007-08,West Ham,Middlesbrough,7,0,3,0,3,0,13,16,7,12,14,14,2,1,0,0,5,8,0,0,1,60000,347733.9850050764,11.002099841204238,beginning,0,0,$132.00m,$132.99m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-15,2007-08,Wigan,Fulham,7,0,1,1,1,1,14,10,4,5,8,9,1,0,0,0,9,4,0,0,1,25138,283507.4548488779,10.132135924484782,beginning,0,0,$85.53m,$108.96m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-16,2007-08,Man City,Aston Villa,1,0,3,0,1,0,12,11,8,2,11,14,1,1,0,0,8,6,0,0,0,53400,110470.54397636351,10.885566024948286,beginning,0,0,$165.11m,$123.31m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-17,2007-08,Derby,Newcastle,2,0,3,0,1,0,10,8,3,3,16,11,2,3,0,0,5,5,0,0,0,33597,229681.59808619492,10.422192056250804,beginning,1,0,$55.44m,$148.72m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-22,2007-08,Arsenal,Derby,7,0,3,0,5,0,15,4,9,3,9,12,1,1,0,0,5,4,0,0,0,60704,176765.60036101626,11.013764872734741,beginning,0,1,$288.64m,$55.44m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-22,2007-08,Fulham,Man City,7,0,1,1,3,3,13,11,8,5,10,7,3,2,0,0,6,2,0,0,0,19359,260693.58184289458,9.87091270660395,beginning,0,0,$108.96m,$165.11m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-22,2007-08,Liverpool,Birmingham,7,0,1,1,0,0,18,5,4,2,3,10,0,2,0,0,11,2,0,0,0,53394,129125.86830981281,10.885453659084916,beginning,0,1,$336.22m,$91.58m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-22,2007-08,Middlesbrough,Sunderland,7,0,1,1,2,2,16,11,5,6,18,11,3,4,0,0,7,2,0,0,0,34742,39032.66501970017,10.455704608661868,beginning,0,1,$132.99m,$92.13m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-22,2007-08,Reading,Wigan,7,0,3,0,2,1,15,9,7,5,17,13,3,2,0,0,6,7,0,0,0,24161,262302.040122289,10.092495041920655,beginning,0,0,$72.52m,$85.53m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-23,2007-08,Aston Villa,Everton,1,0,3,0,2,0,8,8,3,6,17,12,1,0,0,0,6,3,0,0,0,42749,126355.82256259768,10.663101082278448,beginning,0,0,$123.31m,$170.83m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-23,2007-08,Blackburn,Portsmouth,1,0,0,3,0,1,9,13,3,7,6,16,0,3,0,0,7,4,0,0,0,31367,340541.73835995584,10.353511663841456,beginning,0,0,$99.94m,$155.43m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-23,2007-08,Bolton,Tottenham,1,0,1,1,1,1,5,10,4,7,14,15,0,2,0,0,4,11,0,0,0,28723,275214.9015277537,10.265453474531439,beginning,0,0,$114.57m,$242.50m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-23,2007-08,Man United,Chelsea,1,0,3,0,2,0,17,4,9,1,10,15,2,2,0,1,10,1,0,0,0,74140,261725.02011339835,11.213710476704723,beginning,0,0,$390.01m,$477.79m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-23,2007-08,Newcastle,West Ham,1,0,3,0,3,1,12,13,4,8,16,15,1,3,0,0,1,5,0,0,0,52305,397220.53870484536,10.864847247777861,beginning,0,0,$148.72m,$132.00m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-29,2007-08,Birmingham,Man United,7,0,0,3,0,1,17,11,9,4,14,11,3,1,0,0,4,4,0,0,0,29409,112932.32765831509,10.289056028929835,beginning,1,0,$91.58m,$390.01m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-29,2007-08,Chelsea,Fulham,7,0,1,1,0,0,16,6,4,1,8,18,1,1,1,0,9,4,0,0,0,40834,2265.9525559741846,10.617270346696145,beginning,0,0,$477.79m,$108.96m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-29,2007-08,Derby,Bolton,7,0,1,1,1,1,10,12,6,7,15,8,3,2,0,0,7,8,0,0,0,33597,103797.52462236582,10.422192056250804,beginning,1,0,$55.44m,$114.57m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-29,2007-08,Man City,Newcastle,7,0,3,0,3,1,16,12,12,8,7,10,0,0,0,0,3,9,0,0,0,53400,170332.08129471907,10.885566024948286,beginning,0,0,$165.11m,$148.72m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-29,2007-08,Portsmouth,Reading,7,0,3,0,7,4,25,13,17,7,4,7,1,1,0,0,8,4,0,0,0,20620,69922.66233886496,9.934016757570951,beginning,0,0,$155.43m,$72.52m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-29,2007-08,Sunderland,Blackburn,7,0,0,3,1,2,14,14,12,8,11,4,1,0,0,0,10,2,0,0,0,49000,150118.69039331772,10.799575577092764,beginning,1,0,$92.13m,$99.94m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-29,2007-08,West Ham,Arsenal,7,0,0,3,0,1,9,16,4,12,15,14,2,2,0,0,3,14,0,0,0,60000,6607.589134964761,11.002099841204238,beginning,0,0,$132.00m,$288.64m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-29,2007-08,Wigan,Liverpool,7,0,0,3,0,1,9,14,3,10,11,10,2,1,0,0,5,6,0,0,0,25138,24122.541305355375,10.132135924484782,beginning,0,0,$85.53m,$336.22m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-09-30,2007-08,Everton,Middlesbrough,1,0,3,0,2,0,13,13,9,5,17,21,0,4,0,0,2,6,0,0,0,39572,170753.35860788406,10.585877076443113,beginning,0,0,$170.83m,$132.99m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-01,2007-08,Tottenham,Aston Villa,2,0,1,1,4,4,19,7,12,7,10,13,2,3,0,0,13,3,0,0,0,36284,158803.19250579146,10.499132151734834,beginning,0,0,$242.50m,$123.31m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-06,2007-08,Aston Villa,West Ham,7,0,3,0,1,0,5,8,5,3,17,12,3,2,0,0,7,4,0,0,0,42749,167456.82271247878,10.663101082278448,beginning,0,0,$123.31m,$132.00m,0,0,11.25,11.5,4.25,5.5,1.75,0.25,6.75,5.75,15.5,12,2.25,1.25,0,0.25
2007-10-06,2007-08,Man United,Wigan,7,0,3,0,4,0,17,6,12,2,12,6,1,1,0,0,12,2,0,0,0,74140,26772.699483496726,11.213710476704723,beginning,0,0,$390.01m,$85.53m,0,0,16.25,6,8.75,1.75,2,0,8,1.75,11.75,8.75,1.5,2,0,0.25
2007-10-07,2007-08,Arsenal,Sunderland,1,0,3,0,3,2,18,11,8,7,10,9,0,2,0,1,8,2,0,0,0,60704,383579.30479726876,11.013764872734741,beginning,0,1,$288.64m,$92.13m,0,0,14.75,9.5,8.75,6,3,0.75,7.25,3.25,8.25,10.5,0.5,1.5,0.25,0.25
2007-10-07,2007-08,Blackburn,Birmingham,1,0,3,0,2,1,17,6,5,5,15,13,3,1,0,0,6,7,0,0,0,31367,145514.95493148992,10.353511663841456,beginning,0,1,$99.94m,$91.58m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-07,2007-08,Bolton,Chelsea,1,0,0,3,0,1,13,15,7,8,17,8,5,1,0,0,5,5,0,0,0,28723,282583.61339104216,10.265453474531439,beginning,0,0,$114.57m,$477.79m,0,0,12.25,11.25,7.5,7,1.25,1,7.5,7.25,12.25,10,2,1.75,0,0
2007-10-07,2007-08,Fulham,Portsmouth,1,0,0,3,0,2,13,14,10,8,7,17,1,0,0,0,8,5,0,0,0,19359,95732.55293981872,9.87091270660395,beginning,0,0,$108.96m,$155.43m,0,0,13,11.75,7.75,6.75,1.75,2.5,7,7,9.75,11.75,1.5,1.25,0,0
2007-10-07,2007-08,Liverpool,Tottenham,1,0,1,1,2,2,21,11,9,6,18,10,0,1,0,0,5,3,0,0,0,53394,281232.5517187193,10.885453659084916,beginning,0,0,$336.22m,$242.50m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-07,2007-08,Man City,Middlesbrough,1,0,3,0,3,1,18,17,13,11,11,13,2,3,0,0,8,8,0,0,0,53400,137758.1738240689,10.885566024948286,beginning,0,0,$165.11m,$132.99m,0,0,13,13.75,8.75,6.75,2,0.5,4.75,8.5,9.25,12,1.25,1.5,0,0
2007-10-07,2007-08,Newcastle,Everton,1,0,3,0,3,2,15,11,10,6,13,19,2,1,0,0,8,2,0,0,0,52305,192134.6398533378,10.864847247777861,beginning,0,0,$148.72m,$170.83m,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-10-07,2007-08,Reading,Derby,1,0,3,0,1,0,11,7,3,0,9,18,1,1,0,0,3,3,0,0,0,24161,169137.05537751093,10.092495041920655,beginning,0,1,$72.52m,$55.44m,0,0,11.25,10.5,4.5,4.75,1,1,6.75,6.5,12.5,12.5,1.5,1.5,0,0
2007-10-20,2007-08,Arsenal,Bolton,7,0,3,0,2,0,19,1,9,0,14,20,1,5,0,0,5,3,0,0,0,60704,279053.20897077356,11.013764872734741,beginning,0,0,$288.64m,$114.57m,0,0,15.5,7.75,8.5,5,3.25,0.75,6.5,3.5,9.75,13.25,0.75,2.5,0.25,0.25
2007-10-20,2007-08,Aston Villa,Man United,7,0,0,3,1,4,11,21,5,13,8,8,2,2,2,0,3,9,0,0,0,42749,109053.74953821964,10.663101082278448,beginning,0,0,$123.31m,$390.01m,0,0,8.25,14.25,4.5,7.5,1.5,1,4.5,7.25,14.75,10.75,2.5,1.25,0.5,0
2007-10-20,2007-08,Blackburn,Reading,7,0,3,0,4,2,11,13,6,7,8,7,0,0,0,0,4,9,0,0,0,31367,276202.0240708821,10.353511663841456,beginning,0,0,$99.94m,$72.52m,0,0,13.25,9.75,6.25,5.5,1.75,1,5.75,5.75,13,9.75,2,1.25,0.25,0.25
2007-10-20,2007-08,Everton,Liverpool,7,0,0,3,1,2,6,17,1,7,8,14,1,2,2,0,9,6,0,0,0,39572,957.7195012329784,10.585877076443113,beginning,0,0,$170.83m,$336.22m,0,0,9.75,14.25,5,6.75,1,1,4.75,6.25,16.25,15.75,0.75,2.5,0.5,0
